30.0282,-1
30.1224,-0.998758
30.2164,-0.998769
30.3105,-0.998781
30.4046,-0.998793
30.4987,-0.998805
30.5927,-0.998817
30.6868,-0.998829
30.7809,-0.99884
30.8749,-0.998852
30.969,-0.998864
31.0631,-0.998876
31.1572,-0.998888
31.2512,-0.9989
31.3453,-0.998911
31.4394,-0.998923
31.5335,-0.998935
31.6275,-0.998947
31.7216,-0.998959
31.8157,-0.998971
31.9003,-0.998981
31.9945,-0.997735
32.0791,-0.997746
32.1732,-0.997758
32.2672,-0.999027
32.3613,-0.999039
32.446,-0.99905
32.5401,-0.997804
32.6341,-0.999073
32.7188,-0.997826
32.8129,-0.997838
32.907,-0.996592
32.9916,-0.997861
33.0764,-0.996613
33.1704,-0.997883
33.2644,-0.999153
33.3491,-0.997906
33.4432,-0.997917
33.5373,-0.997929
33.6313,-0.997941
33.716,-0.997952
33.8101,-0.997964
33.9041,-0.997975
33.9982,-0.997987
34.0923,-0.997999
34.1864,-0.998011
34.2805,-0.996765
34.3746,-0.996777
34.4592,-0.996787
34.5533,-0.996799
34.6474,-0.996811
34.7415,-0.995565
34.8356,-0.995577
34.9297,-0.995589
36.3035,-0.988214
36.3977,-0.98571
36.4732,-0.981946
36.558,-0.979441
36.6522,-0.976937
36.7463,-0.976949
36.8309,-0.97696
36.9251,-0.975714
37.0193,-0.971952
37.0949,-0.965672
37.1799,-0.959394
37.2461,-0.951855
37.3217,-0.945575
37.4066,-0.941812
37.5007,-0.940566
37.5948,-0.940578
37.6797,-0.936815
37.7459,-0.929276
37.8122,-0.92048
37.8598,-0.910423
37.898,-0.899107
37.9455,-0.890308
37.9837,-0.878992
38.0312,-0.868935
38.0882,-0.858879
38.1451,-0.850081
38.23,-0.84506
38.3241,-0.845072
38.3997,-0.838792
38.4567,-0.828737
38.6784,-0.72562
38.6884,-0.713043
38.7172,-0.701725
38.7367,-0.689149
38.7562,-0.676573
38.824,-0.638846
38.8716,-0.627531
38.9191,-0.617474
38.9853,-0.611193
39.0609,-0.604913
39.1364,-0.599891
39.2232,-0.558393
39.2333,-0.545816
39.2433,-0.533238
39.2928,-0.486703
39.3216,-0.475386
39.5035,-0.232642
39.5135,-0.220065
