0.00749082,0.0209138
0.0182841,0.0209114
0.0290775,0.020909
0.0398708,0.0209066
0.0506641,0.0209042
0.0614574,0.0209018
0.0722507,0.0208994
0.083044,0.020897
0.0938373,0.0208946
0.104631,0.0208922
0.115424,0.0208898
0.126217,0.0208874
0.137011,0.020885
0.147804,0.0208826
0.158596,0.0213252
0.169389,0.0213228
0.180181,0.0217654
0.189894,0.0222082
0.200687,0.0222058
0.211479,0.0226484
0.220105,0.0253166
0.227651,0.02843
0.234116,0.0319886
0.241662,0.035102
0.252452,0.0359896
0.258919,0.0391032
0.262144,0.0431076
0.265369,0.047557
0.266434,0.0520068
0.268579,0.0564565
0.270724,0.0609061
0.27179,0.0653559
0.272855,0.0698058
0.273922,0.0738106
0.276067,0.0782603
0.278212,0.0827099
0.279278,0.0871597
0.281423,0.0916093
0.283568,0.096059
0.285714,0.100064
0.288938,0.104513
0.293243,0.108517
0.30079,0.111185
0.304016,0.11519
0.306161,0.119639
0.307227,0.124089
0.309372,0.128539
0.310437,0.132989
0.311489,0.141889
0.311503,0.137439
0.312555,0.146339
0.31362,0.150788
0.314686,0.155238
0.315738,0.164138
0.315751,0.159688
0.316803,0.168588
0.317869,0.173038
0.318921,0.181938
0.318935,0.177488
0.330842,0.16636
0.331907,0.17081
0.335152,0.168584
0.337324,0.164133
0.340576,0.159683
0.345984,0.156121
0.353529,0.159235
0.357834,0.163239
0.362139,0.167243
0.365365,0.171247
0.369669,0.175697
0.375076,0.172135
0.380485,0.168129
0.384814,0.164568
0.392379,0.161451
0.402088,0.162784
0.409634,0.165897
0.41502,0.169456
0.421485,0.173015
0.430111,0.175683
0.439821,0.177016
0.450612,0.177904
0.460322,0.179236
0.471111,0.180569
0.480822,0.181457
0.491611,0.18279
0.502402,0.183677
0.512113,0.184565
0.522905,0.185008
0.532616,0.185895
0.543408,0.186338
0.554199,0.187226
0.563911,0.187669
0.574703,0.188111
0.585495,0.188554
0.596287,0.188996
0.607079,0.189439
0.616792,0.189882
0.627584,0.190324
0.638376,0.190767
0.649167,0.19121
0.65888,0.191653
0.669672,0.192095
0.680465,0.192093
0.691257,0.192535
0.702049,0.192978
0.711762,0.193421
0.722554,0.193863
0.733347,0.193861
0.744139,0.194304
0.754932,0.194301
0.765724,0.194744
0.775437,0.195187
0.78623,0.195184
0.797022,0.195627
0.807816,0.195624
0.818607,0.196067
0.829401,0.196065
0.840194,0.196062
0.850986,0.196505
0.861779,0.196502
0.872571,0.196945
0.880127,0.196943
0.89092,0.196941
0.901713,0.196939
0.912505,0.197381
0.923299,0.197379
0.934092,0.197376
0.944885,0.197374
0.955677,0.197817
0.96647,0.197814
0.977264,0.197812
0.988057,0.197809
0.99885,0.197807
1.00964,0.197805
1.02044,0.197802
1.03123,0.1978
1.04094,0.198243
1.05174,0.19824
1.06253,0.198238
1.07332,0.198235
1.08412,0.198233
1.09491,0.198231
1.1057,0.197783
1.1165,0.197781
1.12729,0.197778
1.13808,0.197776
1.14888,0.197774
1.15967,0.197771
1.17046,0.197769
1.18126,0.197766
1.19205,0.197319
1.20285,0.197317
1.21364,0.197314
1.22443,0.197312
1.23523,0.197309
1.24602,0.196862
1.25681,0.19686
1.26761,0.196857
1.27732,0.19641
1.28812,0.196408
1.29891,0.196405
1.3097,0.196403
1.32158,0.195955
1.33237,0.195953
1.34316,0.19595
1.35396,0.195503
1.36475,0.195501
1.37554,0.195498
1.38634,0.195051
1.39713,0.195048
1.40685,0.194601
1.41764,0.194599
1.42843,0.194596
1.43923,0.194149
1.45002,0.194147
1.46082,0.194144
1.47161,0.193697
1.4824,0.193694
1.4932,0.193247
1.50399,0.193245
1.51371,0.192797
1.5245,0.192795
1.53529,0.192793
1.54609,0.192345
1.55688,0.192343
1.56768,0.191895
1.57847,0.191893
1.58926,0.191445
1.60006,0.191443
1.60977,0.190996
1.62057,0.190994
1.63136,0.190101
1.64216,0.190099
1.65187,0.189207
1.66267,0.188759
1.67346,0.188312
1.68426,0.187864
1.69505,0.187417
1.70477,0.18697
1.76304,0.189182
1.77384,0.188734
1.78463,0.188287
1.79435,0.18784
1.80514,0.187392
1.81594,0.186945
1.82673,0.186498
1.83645,0.18605
1.84724,0.185603
1.85804,0.185156
1.86883,0.185153
1.87962,0.184706
1.88934,0.184259
1.90013,0.184256
1.91093,0.183809
1.92172,0.183361
1.93252,0.183359
1.94331,0.182912
1.95303,0.182464
1.96382,0.182462
1.97461,0.182015
1.98541,0.181567
